District Code,District,Building Code,School,AYP Phase,Grade,Title 1,Subgroup,"Participation ELA","Achievement ELA","Participation Math","Achievement Math","Attendance/Graduation"
33020,Lansing Public School District,09564,Riddle Elementary,Identified for Improvement - Year One,C,Yes,Limited English Proficient,-,No,-,Yes,Yes
44010,Lapeer Community Schools,07468,Lapeer Community High School,Identified for Restructuring - Implementation,C,No,All Students,Yes,Yes,Yes,Yes,No
44000,Lapeer ISD,06544,Lapeer Co. Education and Technology  Center,Identified for Improvement - Year One,No Grade,No,All Students,-,No,-,No,-
46000,Lenawee ISD,08863,Holy Cross Children's Services (Boysville),Identified for Restructuring - Implementation,No Grade,No,All Students,No,Yes,No,Yes,-
46000,Lenawee ISD,08863,Holy Cross Children's Services (Boysville),Identified for Restructuring - Implementation,No Grade,No,Economically Disadvantaged,No,-,No,-,-
46000,Lenawee ISD,00565,Milton C. Porter Ed. Center,Corrective Action,No Grade,No,All Students,Yes,No,Yes,No,-
46000,Lenawee ISD,00565,Milton C. Porter Ed. Center,Corrective Action,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
46000,Lenawee ISD,00565,Milton C. Porter Ed. Center,Corrective Action,No Grade,No,White,Yes,No,Yes,No,-
14000,Lewis Cass ISD,06215,Brookside Learning Center,Identified for Improvement - Year Two,No Grade,No,All Students,-,No,-,No,-
82978,Life Skills Center of Metropolitan Detroit,09419,Life Skills Center of Metropolitan Detroit,Identified for Restructuring - Planning,C,Yes,All Students,-,Yes,-,Yes,No
63920,Life Skills Center of Pontiac,09458,Life Skills Center of Pontiac,Identified for Restructuring - Planning,No Grade,Yes,All Students,-,Yes,-,Yes,No
41922,Lighthouse Academy,09924,Lighthouse Academy,,No Grade,Yes,All Students,No,Yes,No,Yes,-
41922,Lighthouse Academy,09924,Lighthouse Academy,,No Grade,Yes,Economically Disadvantaged,No,-,No,-,-
41922,Lighthouse Academy,09924,Lighthouse Academy,,No Grade,Yes,Students with Disabilities,No,-,No,-,-
81070,Lincoln Consolidated School District,02187,Lincoln Senior High School,Identified for Improvement - Year Two,D-Alert,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
82090,Lincoln Park Public Schools,08692,Lincoln Park Middle School,,B,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
82720,Lincoln-King Academy,00133,Lincoln-King Academy,,No Grade,No,Economically Disadvantaged,No,-,No,-,-
47000,Livingston ESA,03613,Pathway School,Identified for Improvement - Year Two,No Grade,No,All Students,No,No,No,No,-
47000,Livingston ESA,03613,Pathway School,Identified for Improvement - Year Two,No Grade,No,Students with Disabilities,No,No,No,No,-
47000,Livingston ESA,03613,Pathway School,Identified for Improvement - Year Two,No Grade,No,White,No,No,No,No,-
41170,Lowell Area Schools,02272,Lowell Senior High School,,B,No,Students with Disabilities,Yes,No,Yes,No,Yes
53040,Ludington Area School District,09424,Journey Junior/Senior High School,Corrective Action,No Grade,No,All Students,No,Yes,No,Yes,No
53040,Ludington Area School District,09424,Journey Junior/Senior High School,Corrective Action,No Grade,No,Economically Disadvantaged,No,-,No,-,No
53040,Ludington Area School District,09424,Journey Junior/Senior High School,Corrective Action,No Grade,No,White,No,-,No,-,No
50000,Macomb ISD,08395,Bozymowski Center,Identified for Improvement - Year One,No Grade,No,All Students,Yes,No,Yes,No,-
50000,Macomb ISD,08395,Bozymowski Center,Identified for Improvement - Year One,No Grade,No,Economically Disadvantaged,Yes,No,No,No,-
50000,Macomb ISD,08395,Bozymowski Center,Identified for Improvement - Year One,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
50000,Macomb ISD,08395,Bozymowski Center,Identified for Improvement - Year One,No Grade,No,White,Yes,No,Yes,No,-
50000,Macomb ISD,01363,Keith Bovenschen School,Identified for Improvement - Year Two,No Grade,No,All Students,Yes,No,Yes,No,-
50000,Macomb ISD,01363,Keith Bovenschen School,Identified for Improvement - Year Two,No Grade,No,Economically Disadvantaged,Yes,No,Yes,No,-
50000,Macomb ISD,01363,Keith Bovenschen School,Identified for Improvement - Year Two,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
50000,Macomb ISD,01363,Keith Bovenschen School,Identified for Improvement - Year Two,No Grade,No,White,Yes,No,Yes,No,-
50000,Macomb ISD,01344,Maple Lane School,,B,No,Economically Disadvantaged,Yes,Yes,Yes,No,Yes
63140,Madison Public Schools (Oakland),08980,Community High School ,Identified for Restructuring - Implementation,No Grade,No,All Students,No,Yes,No,Yes,Yes
63140,Madison Public Schools (Oakland),01083,Edison Elementary School,Identified for Improvement - Year One,B,Yes,Students with Disabilities,-,No,-,No,-
63140,Madison Public Schools (Oakland),02317,Madison High School,Identified for Restructuring - Implementation,D-Alert,No,Black or African American,Yes,Yes,Yes,No,Yes
51000,Manistee ISD,08937,Manistee ISD Center Programs,Identified for Improvement - Year One,No Grade,No,All Students,-,No,-,No,-
23065,Maple Valley Schools,07776,Kellogg Education Center,Identified for Restructuring - Implementation,No Grade,No,All Students,-,No,-,Yes,No
23065,Maple Valley Schools,02359,Maplewood School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
52170,Marquette Area Public Schools,07755,Graveraet School,Identified for Improvement - Year Two,No Grade,No,All Students,-,Yes,-,Yes,No
13110,Marshall Public Schools,09244,Shearman School EC Programs and Marshall AHS,Identified for Restructuring - Planning,No Grade,No,All Students,-,Yes,-,Yes,No
53000,Mason-Lake ISD,08874,Mason-Lake ISD Special Education,Identified for Improvement - Year One,No Grade,No,All Students,-,No,-,No,-
54000,Mecosta-Osceola ISD,06159,Mecosta-Osceola Education Center,,No Grade,No,All Students,Yes,No,Yes,No,-
54000,Mecosta-Osceola ISD,06159,Mecosta-Osceola Education Center,,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
54000,Mecosta-Osceola ISD,06159,Mecosta-Osceola Education Center,,No Grade,No,White,Yes,No,Yes,No,-
55000,Menominee ISD,08944,Menominee ISD Special Education,Identified for Improvement - Year One,No Grade,No,All Students,-,No,-,No,-
38120,Michigan Center School District,02544,Michigan Center Jr/Sr High School,Identified for Improvement - Year Two,C,No,Students with Disabilities,No,No,No,Yes,Yes
63924,Michigan Mathematics and Science Academy,00129,Michigan Mathematics and Science Academy,,No Grade,Yes,Economically Disadvantaged,No,-,No,-,-
56000,Midland County Educational Service Agency,08857,MCESA and Sugnet School Classroom Programs,,No Grade,No,All Students,No,No,No,No,-
56000,Midland County Educational Service Agency,08857,MCESA and Sugnet School Classroom Programs,,No Grade,No,Students with Disabilities,No,-,No,-,-
56000,Midland County Educational Service Agency,08857,MCESA and Sugnet School Classroom Programs,,No Grade,No,White,No,-,No,-,-
79100,Millington Community Schools,09628,Glaza Building,,No Grade,No,All Students,-,Yes,-,No,-
58000,Monroe ISD,01274,Monroe County Education Center,,No Grade,No,All Students,Yes,No,Yes,No,-
58000,Monroe ISD,01274,Monroe County Education Center,,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
58000,Monroe ISD,01274,Monroe County Education Center,,No Grade,No,White,Yes,No,Yes,No,-
58000,Monroe ISD,09253,Monroe County Transition Center,,No Grade,No,All Students,-,-,-,No,-
58010,Monroe Public Schools,02189,Lincoln Elementary School,,D-Alert,No,Students with Disabilities,-,No,-,Yes,-
58010,Monroe Public Schools,06503,Monroe High School,Identified for Restructuring - Implementation,C,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
58010,Monroe Public Schools,02842,Orchard Center High School,Corrective Action,C,No,All Students,No,Yes,No,Yes,No
58010,Monroe Public Schools,02842,Orchard Center High School,Corrective Action,C,No,White,No,-,No,-,No
61180,Montague Area Public Schools,02673,Nellie B. Chisholm Middle School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
59000,Montcalm Area ISD,09238,ISD/Local Center Programs,,No Grade,No,All Students,No,No,No,No,-
59000,Montcalm Area ISD,09238,ISD/Local Center Programs,,No Grade,No,Economically Disadvantaged,No,-,No,-,-
59000,Montcalm Area ISD,09238,ISD/Local Center Programs,,No Grade,No,Students with Disabilities,No,-,No,-,-
59000,Montcalm Area ISD,09238,ISD/Local Center Programs,,No Grade,No,White,No,-,No,-,-
59000,Montcalm Area ISD,06333,Seiter Education Service Center,,No Grade,No,All Students,-,No,-,No,-
25260,Montrose Community Schools,09494,Montrose Alternative Education Center,Corrective Action,No Grade,No,All Students,-,Yes,-,Yes,No
54040,Morley Stanwood Community Schools,09562,Morley Stanwood Alternative School,,No Grade,No,All Students,-,No,-,No,-
54040,Morley Stanwood Community Schools,02613,Morley Stanwood High School,Identified for Restructuring - Planning,B,No,Economically Disadvantaged,No,Yes,No,Yes,Yes
50160,Mt. Clemens Community School District,09336,George Washington Academy,,B,Yes,Students with Disabilities,Yes,No,Yes,No,Yes
25040,Mt. Morris Consolidated Schools,07691,Mt. Morris Alternative Ed.,Identified for Restructuring - Implementation,C,No,All Students,No,Yes,No,Yes,No
25040,Mt. Morris Consolidated Schools,07691,Mt. Morris Alternative Ed.,Identified for Restructuring - Implementation,C,No,Black or African American,No,-,No,-,No
25040,Mt. Morris Consolidated Schools,07691,Mt. Morris Alternative Ed.,Identified for Restructuring - Implementation,C,No,Economically Disadvantaged,No,-,No,-,No
37010,Mt. Pleasant City School District,07801,Mission Creek Community Education,,No Grade,No,All Students,-,No,-,Yes,-
37010,Mt. Pleasant City School District,07496,Oasis Alternative Ed. School,Identified for Restructuring - Implementation,No Grade,No,All Students,-,Yes,-,No,No
37010,Mt. Pleasant City School District,03131,Pullen Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
61000,Muskegon Area ISD,07068,Wesley School,,No Grade,No,All Students,Yes,No,No,No,-
61000,Muskegon Area ISD,07068,Wesley School,,No Grade,No,Students with Disabilities,Yes,-,No,-,-
61010,Muskegon City School District,06247,MCEC,Identified for Restructuring - Planning,D-Alert,No,All Students,-,Yes,-,Yes,No
61010,Muskegon City School District,02675,Nelson Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,No,Yes
61020,Muskegon Heights School District,02651,Muskegon Heights High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,Yes,No,No,Yes,Yes
61020,Muskegon Heights School District,02651,Muskegon Heights High School,Identified for Restructuring - Implementation,D-Alert,Yes,Black or African American,Yes,No,No,Yes,Yes
61020,Muskegon Heights School District,02651,Muskegon Heights High School,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
38130,Napoleon Community Schools,07973,Ackerson Lake Community Education,Identified for Restructuring - Planning,No Grade,No,All Students,-,No,-,Yes,-
11200,New Buffalo Area Schools,08503,New Buffalo Middle School,,B,No,All Students,Yes,Yes,Yes,Yes,No
11200,New Buffalo Area Schools,08503,New Buffalo Middle School,,B,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
11200,New Buffalo Area Schools,08503,New Buffalo Middle School,,B,No,White,Yes,Yes,Yes,Yes,No
33908,New City Academy,08727,New City Academy,Identified for Improvement - Year Two,D-Alert,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
50170,New Haven Community Schools,02683,New Haven High School,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,Yes,Yes,No,Yes,Yes
62000,Newaygo County RESA ,08955,Fremont Education and Activity Center,Identified for Improvement - Year Two,No Grade,No,All Students,-,No,-,No,-
11300,Niles Community School District,03546,Southside Special Educ School,,No Grade,No,All Students,-,No,-,Yes,-
30050,North Adams-Jerome Schools,02714,North Adams High School,,B,No,Economically Disadvantaged,No,-,No,-,Yes
30050,North Adams-Jerome Schools,02715,North Adams-Jerome Elem. School,,B,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
44090,North Branch Area Schools,09430,Quest High School,,No Grade,No,All Students,-,No,-,Yes,Yes
55115,North Central Area Schools,09599,Phoenix Alternative High School,Identified for Improvement - Year Two,No Grade,No,All Students,-,Yes,-,Yes,No
52901,North Star Academy,08476,North Star Academy,,No Grade,Yes,All Students,No,Yes,No,Yes,-
52901,North Star Academy,08476,North Star Academy,,No Grade,Yes,Economically Disadvantaged,No,-,No,-,-
52901,North Star Academy,08476,North Star Academy,,No Grade,Yes,White,No,-,No,-,-
41025,Northview Public School District,07694,Northview Alternative High School,Corrective Action,B,No,All Students,Yes,Yes,Yes,Yes,No
38140,Northwest Community Schools,08571,Northwest Alternative High School,Identified for Restructuring - Planning,No Grade,No,All Students,-,Yes,-,Yes,No
82922,Nsoroma Institute,07606,Nsoroma Institute,,B,Yes,All Students,Yes,Yes,Yes,Yes,No
82922,Nsoroma Institute,07606,Nsoroma Institute,,B,Yes,Black or African American,Yes,Yes,Yes,Yes,No
82922,Nsoroma Institute,07606,Nsoroma Institute,,B,Yes,Economically Disadvantaged,No,Yes,Yes,Yes,No
63250,Oak Park City School District,01333,Oak Park Preparatory Academy,,C,Yes,Students with Disabilities,Yes,No,No,Yes,Yes
64000,Oceana Intermediate School District,07574,OISD Developmental Center,,No Grade,No,All Students,-,No,-,No,-
66050,Ontonagon Area Schools,02835,Ontonagon Area Elementary School,,B,Yes,Students with Disabilities,-,No,-,Yes,-
61190,Orchard View Schools,02847,Orchard View High School,Identified for Improvement - Year Two,C,No,Economically Disadvantaged,Yes,Yes,No,Yes,Yes
78110,Owosso Public Schools,09543,Lincoln Alternative High School,Corrective Action,No Grade,No,All Students,No,Yes,No,Yes,No
78110,Owosso Public Schools,02924,Owosso High School,Identified for Improvement - Year One,B,No,All Students,No,Yes,No,Yes,Yes
78110,Owosso Public Schools,02924,Owosso High School,Identified for Improvement - Year One,B,No,Economically Disadvantaged,No,Yes,No,Yes,Yes
78110,Owosso Public Schools,02924,Owosso High School,Identified for Improvement - Year One,B,No,Students with Disabilities,No,-,No,-,Yes
78110,Owosso Public Schools,02924,Owosso High School,Identified for Improvement - Year One,B,No,White,No,Yes,No,Yes,Yes
39130,Parchment School District,00201,Barclay Hills Education Center,Identified for Restructuring - Implementation,No Grade,No,All Students,No,No,No,Yes,No
80160,Paw Paw Public School District,07750,Michigan Avenue Academy,Identified for Restructuring - Planning,No Grade,No,All Students,-,Yes,-,Yes,No
17090,Pickford Public Schools,09417,Consolidated Community School Services,Corrective Action,No Grade,No,All Students,-,Yes,-,Yes,No
03010,Plainwell Community Schools,08016,Renaissance High School,Identified for Improvement - Year Two,No Grade,No,All Students,-,Yes,-,Yes,No
82100,Plymouth-Canton Community Schools,04055,Starkweather CEC,Corrective Action,No Grade,No,All Students,Yes,Yes,No,Yes,No
63030,Pontiac City School District,01139,Emerson School,,No Grade,No,Students with Disabilities,-,No,-,Yes,-
63030,Pontiac City School District,08689,Kennedy Center,Identified for Improvement - Year One,No Grade,No,All Students,No,No,No,No,-
63030,Pontiac City School District,08689,Kennedy Center,Identified for Improvement - Year One,No Grade,No,Students with Disabilities,No,No,No,No,-
63030,Pontiac City School District,02144,Le Baron School,,No Grade,No,Students with Disabilities,-,No,-,Yes,-
63030,Pontiac City School District,02260,Longfellow School,,No Grade,No,Students with Disabilities,-,No,-,Yes,-
63030,Pontiac City School District,06213,Whitmer Resource Center,,B,Yes,Students with Disabilities,Yes,No,Yes,No,Yes
74010,Port Huron Area School District,02640,Grant Educational Center,Identified for Improvement - Year Two,No Grade,No,All Students,-,Yes,-,Yes,No
74010,Port Huron Area School District,03092,Port Huron High School,Identified for Restructuring - Implementation,B,No,Students with Disabilities,Yes,No,Yes,No,Yes
74010,Port Huron Area School District,03090,Port Huron Northern High School,Identified for Restructuring - Implementation,B,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
39140,Portage Public Schools,02561,Portage Community High School,Identified for Restructuring - Implementation,C,No,All Students,-,Yes,-,No,No
23090,Potterville Public Schools,02170,Potterville Elementary School,,B,Yes,Economically Disadvantaged,No,Yes,No,Yes,-
23090,Potterville Public Schools,02170,Potterville Elementary School,,B,Yes,Students with Disabilities,-,No,-,Yes,-
23090,Potterville Public Schools,09073,Potterville Middle School,,B,No,Economically Disadvantaged,No,Yes,No,Yes,No
23090,Potterville Public Schools,09073,Potterville Middle School,,B,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
30070,Reading Community Schools,03159,Reading High School,,C,No,Students with Disabilities,Yes,Yes,Yes,No,Yes
82110,Redford Union School District,06642,Kaselemis Center,Identified for Restructuring - Implementation,C,No,All Students,-,Yes,-,Yes,No
82110,Redford Union School District,02296,MacGowan School,,No Grade,Yes,All Students,-,No,-,No,-
82110,Redford Union School District,03167,Redford Union High School,Identified for Restructuring - Implementation,C,No,Students with Disabilities,Yes,No,Yes,No,Yes
82120,River Rouge School District,00105,Ann Visger K-5 Preparatory Academy,Identified for Improvement - Year Two,B,Yes,Students with Disabilities,No,No,Yes,Yes,Yes
82120,River Rouge School District,02765,Clarence B. Sabbath School,,D-Alert,No,Students with Disabilities,-,No,-,Yes,-
82120,River Rouge School District,03208,River Rouge Middle College High School Academy,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,Yes,No,No,Yes,Yes
82120,River Rouge School District,03208,River Rouge Middle College High School Academy,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,-,No,-,Yes
63260,Rochester Community School District,07864,Rochester Adult Education,Identified for Improvement - Year One,No Grade,No,All Students,-,Yes,-,Yes,No
63260,Rochester Community School District,03242,Rochester High School,Identified for Improvement - Year One,B,No,Economically Disadvantaged,Yes,Yes,No,Yes,Yes
82130,Romulus Community Schools,09025,Community Middle/Community High School,Identified for Improvement - Year Two,No Grade,No,All Students,No,-,No,-,No
82130,Romulus Community Schools,09025,Community Middle/Community High School,Identified for Improvement - Year Two,No Grade,No,Black or African American,No,-,No,-,No
82130,Romulus Community Schools,09025,Community Middle/Community High School,Identified for Improvement - Year Two,No Grade,No,Economically Disadvantaged,No,-,No,-,No
82130,Romulus Community Schools,03260,Romulus Senior High School,Identified for Improvement - Year Two,D-Alert,No,Students with Disabilities,Yes,No,Yes,Yes,Yes
72010,Roscommon Area Public Schools,06369,Roscommon Middle School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
50030,Roseville Community Schools,01070,Guest Community Ed. Center,Identified for Restructuring - Implementation,No Grade,No,All Students,-,Yes,-,Yes,No
50030,Roseville Community Schools,01987,Kaiser Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
82948,Ross Hill Academy,08669,Ross/Hill Academy-Elementary,Identified for Improvement - Year Two,B,Yes,All Students,Yes,Yes,Yes,Yes,No
82948,Ross Hill Academy,08669,Ross/Hill Academy-Elementary,Identified for Improvement - Year Two,B,Yes,Black or African American,Yes,Yes,Yes,Yes,No
82948,Ross Hill Academy,08669,Ross/Hill Academy-Elementary,Identified for Improvement - Year Two,B,Yes,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
73010,Saginaw City School District,01930,Jessie Rouse School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
73010,Saginaw City School District,09349,Ruben Daniels Community School-ETC,Identified for Improvement - Year One,No Grade,No,All Students,-,Yes,-,Yes,No
73010,Saginaw City School District,00606,Ruben Daniels Middle School,Identified for Improvement - Year Two,D-Alert,Yes,Students with Disabilities,Yes,No,Yes,Yes,No
73010,Saginaw City School District,03336,Saginaw High School,Identified for Restructuring - Planning,D-Alert,No,All Students,Yes,No,No,Yes,No
73010,Saginaw City School District,03336,Saginaw High School,Identified for Restructuring - Planning,D-Alert,No,Black or African American,Yes,No,No,Yes,No
73010,Saginaw City School District,03336,Saginaw High School,Identified for Restructuring - Planning,D-Alert,No,Economically Disadvantaged,Yes,Yes,No,Yes,No
73010,Saginaw City School District,03336,Saginaw High School,Identified for Restructuring - Planning,D-Alert,No,Students with Disabilities,No,No,No,Yes,No
73000,Saginaw ISD,07038,M.G. Millet Learning Center,,No Grade,No,All Students,Yes,No,Yes,No,-
73000,Saginaw ISD,07038,M.G. Millet Learning Center,,No Grade,No,Black or African American,Yes,No,Yes,No,-
73000,Saginaw ISD,07038,M.G. Millet Learning Center,,No Grade,No,Economically Disadvantaged,No,No,No,No,-
73000,Saginaw ISD,07038,M.G. Millet Learning Center,,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
73000,Saginaw ISD,07038,M.G. Millet Learning Center,,No Grade,No,White,Yes,No,Yes,No,-
73911,Saginaw Learn to Earn Academy,09601,Saginaw Learn to Earn Academy,Identified for Improvement - Year One,No Grade,Yes,All Students,-,Yes,-,Yes,No
73040,Saginaw Township Community Schools,05158,Heritage High School,,B,No,Students with Disabilities,Yes,Yes,Yes,No,Yes
73040,Saginaw Township Community Schools,08178,Mackinaw High School,Corrective Action,D-Alert,No,All Students,Yes,Yes,Yes,No,-
76210,Sandusky Community School District,09929,Sandusky Alternative School,,No Grade,No,All Students,-,No,-,No,-
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,Corrective Action,No Grade,No,All Students,No,No,No,No,-
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,Corrective Action,No Grade,No,Economically Disadvantaged,No,-,No,-,-
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,Corrective Action,No Grade,No,Students with Disabilities,No,-,No,-,-
76000,Sanilac ISD,08852,Sanilac ISD Special Education Services,Corrective Action,No Grade,No,White,No,-,No,-,-
17010,Sault Ste. Marie Area Schools,06812,Malcolm High School,Identified for Restructuring - Planning,No Grade,Yes,All Students,-,No,-,No,No
82080,School District of the City of Inkster,01216,Blanchette Middle School,,C,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
82080,School District of the City of Inkster,01840,Inkster High School,Identified for Restructuring - Implementation,D-Alert,Yes,Economically Disadvantaged,No,Yes,Yes,Yes,Yes
63040,School District of the City of Royal Oak,02034,Royal Oak High School,Identified for Improvement - Year Two,B,No,Students with Disabilities,Yes,Yes,Yes,No,Yes
81020,School District of Ypsilanti,06273,Ypsilanti High School,Identified for Restructuring - Implementation,D-Alert,No,All Students,Yes,Yes,Yes,Yes,No
81020,School District of Ypsilanti,06273,Ypsilanti High School,Identified for Restructuring - Implementation,D-Alert,No,Black or African American,Yes,Yes,Yes,Yes,No
81020,School District of Ypsilanti,06273,Ypsilanti High School,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,Yes,Yes,Yes,Yes,No
81020,School District of Ypsilanti,06273,Ypsilanti High School,Identified for Restructuring - Implementation,D-Alert,No,Students with Disabilities,Yes,No,Yes,No,No
81020,School District of Ypsilanti,06273,Ypsilanti High School,Identified for Restructuring - Implementation,D-Alert,No,White,Yes,Yes,Yes,Yes,No
64080,Shelby Public Schools,07215,Oceana High School,Identified for Restructuring - Implementation,No Grade,No,All Students,-,No,-,Yes,No
37060,Shepherd Public School District,07631,Odyssey Middle/High School,Identified for Improvement - Year Two,No Grade,No,All Students,-,Yes,-,No,-
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,,No Grade,No,All Students,Yes,No,Yes,No,-
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,,No Grade,No,Economically Disadvantaged,Yes,No,Yes,No,-
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
78000,Shiawassee Regional ESD,01035,Shiawassee RESD - Student Learning Center - West,,No Grade,No,White,Yes,No,No,No,-
63060,Southfield Public School District,00024,Adlai Stevenson Elementary School,,B,Yes,Economically Disadvantaged,No,Yes,No,Yes,Yes
63060,Southfield Public School District,06032,Eisenhower Elementary School,,B,Yes,Students with Disabilities,-,No,-,Yes,-
63060,Southfield Public School District,08048,Southfield Regional Academic Campus,Identified for Restructuring - Implementation,D-Alert,No,All Students,No,Yes,No,Yes,Yes
63060,Southfield Public School District,08048,Southfield Regional Academic Campus,Identified for Restructuring - Implementation,D-Alert,No,Black or African American,No,Yes,No,Yes,Yes
63060,Southfield Public School District,08048,Southfield Regional Academic Campus,Identified for Restructuring - Implementation,D-Alert,No,Economically Disadvantaged,No,-,No,-,Yes
82405,Southgate Community School District,02956,Asher School,Identified for Restructuring - Implementation,D-Alert,No,All Students,No,Yes,No,Yes,No
82405,Southgate Community School District,02956,Asher School,Identified for Restructuring - Implementation,D-Alert,No,White,No,-,No,-,No
82405,Southgate Community School District,07777,Beacon Day Treatment Center,,C,No,All Students,Yes,No,Yes,Yes,-
82405,Southgate Community School District,07777,Beacon Day Treatment Center,,C,No,Students with Disabilities,Yes,No,Yes,Yes,-
82405,Southgate Community School District,07777,Beacon Day Treatment Center,,C,No,White,Yes,No,Yes,Yes,-
73240,St. Charles Community Schools,07810,St. Charles Alternative Education,Identified for Improvement - Year One,No Grade,No,All Students,-,No,-,Yes,-
74000,St. Clair County RESA,03376,Woodland Developmental Center,Identified for Improvement - Year One,No Grade,No,All Students,Yes,No,Yes,No,-
74000,St. Clair County RESA,03376,Woodland Developmental Center,Identified for Improvement - Year One,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
74000,St. Clair County RESA,03376,Woodland Developmental Center,Identified for Improvement - Year One,No Grade,No,White,Yes,No,Yes,No,-
19140,St. Johns Public Schools,01039,Wilson Center,Identified for Restructuring - Planning,No Grade,No,All Students,-,Yes,-,Yes,No
75000,St. Joseph County ISD,01037,Pathfinder Center,,No Grade,No,All Students,Yes,No,Yes,No,-
75000,St. Joseph County ISD,01037,Pathfinder Center,,No Grade,No,Economically Disadvantaged,No,-,No,-,-
75000,St. Joseph County ISD,01037,Pathfinder Center,,No Grade,No,Students with Disabilities,Yes,No,Yes,No,-
75000,St. Joseph County ISD,01037,Pathfinder Center,,No Grade,No,White,Yes,No,Yes,No,-
25180,Swartz Creek Community Schools,07465,Swartz Creek Academy,Identified for Restructuring - Implementation,No Grade,No,All Students,No,No,No,Yes,Yes
48040,Tahquamenon Area Schools,02692,Newberry High School,,B,No,All Students,Yes,Yes,No,Yes,Yes
48040,Tahquamenon Area Schools,02692,Newberry High School,,B,No,White,Yes,Yes,No,Yes,Yes
82150,Taylor School District,01249,Titan Alternative High School,Identified for Restructuring - Implementation,D-Alert,Yes,All Students,No,Yes,No,Yes,No
61904,Three Oaks Public School Academy,09304,Three Oaks Public School Academy,,B,Yes,Students with Disabilities,-,No,-,Yes,Yes
75080,Three Rivers Community Schools,05336,Park Elementary School,,B,Yes,Students with Disabilities,Yes,No,Yes,Yes,Yes
28000,Traverse Bay Area ISD,07492,Adult Work Center,,No Grade,No,All Students,-,No,-,No,-
28000,Traverse Bay Area ISD,07133,New Campus Center,Identified for Restructuring - Planning,No Grade,No,All Students,Yes,No,Yes,No,Yes
28000,Traverse Bay Area ISD,07133,New Campus Center,Identified for Restructuring - Planning,No Grade,No,White,No,-,Yes,-,Yes
28000,Traverse Bay Area ISD,09748,TBA ISD Oak Park Special Education,,No Grade,No,All Students,-,No,-,No,-
28000,Traverse Bay Area ISD,09783,TBA ISD Traverse Heights,,No Grade,No,All Students,No,No,No,No,-
28000,Traverse Bay Area ISD,09783,TBA ISD Traverse Heights,,No Grade,No,Students with Disabilities,No,-,No,-,-
28000,Traverse Bay Area ISD,09783,TBA ISD Traverse Heights,,No Grade,No,White,No,-,No,-,-
28010,Traverse City Area Public Schools,08810,Traverse City High School,Identified for Restructuring - Implementation,No Grade,No,All Students,-,Yes,-,No,No
59080,Tri County Area Schools,03440,Tri County Senior High School,,B,No,Economically Disadvantaged,Yes,Yes,No,Yes,Yes
63150,Troy School District,08286,Niles Community High School,Identified for Restructuring - Implementation,No Grade,No,All Students,No,Yes,No,Yes,No
63150,Troy School District,08286,Niles Community High School,Identified for Restructuring - Implementation,No Grade,No,White,No,-,No,-,No
79000,Tuscola ISD,01997,Highland Pines School,,No Grade,No,All Students,Yes,No,Yes,No,-
79000,Tuscola ISD,01997,Highland Pines School,,No Grade,No,Economically Disadvantaged,Yes,No,Yes,No,-
