DistCode,BldgCode,SchName,Address,City,Zip5,Zip4,AreaCode,Phone3,Phone4,BldgType,Denom,ISDCode,CountyCode,Admin,CntEmail,SchUpdated,MeetReq,SpEdCount,PrtTimeCnt,NeedyCount,InstrHours,InstrDays,ReligYes,ReligNo,CrtPrmYES,CrtPrmNO,CrimCkYES,CrimCkNO,MICert,MIPermits,NoHSDipl,HSDiploma,Bachelors,OtherCert,TotalTeach,Pre_K,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,tot_all,EngRead,Math,SocStudies,Science,USConst,MIConst,History,TCountPrK,TCountK8,TCount9_12,TotTCount,PCountPrK,PCountK8,PCount9_12,TotPCount,OCountPrK,OCountK8,OCount9_12,TotOCounts
34090,05665,LAKEWOOD CHRISTIAN SCHOOL,7766 VELTE ROAD,LAKE ODESSA,48849,,616,374,7944,Elementary School (Pre-K or K through 6-8),Christian (CSI),34,34,ANDREA L SCHICK,LAKEWOODCHRISTIANSCHOOL@YAHOO.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
34110,05479,ST PATRICK'S SCHOOL,122 WEST STREET,PORTLAND,48875,,517,647,7551,Elementary through High School (K-12),Roman Catholic,34,34,SR MAUREEN FIELD,JANTRIMMER@PORTLANDSTPATS.ORG,40096.8937384259,Yes,12,0,17,32,174,No,Yes,No,Yes,Yes,No,19,0,0,0,3,0,22,13,24,21,27,22,22,20,21,24,20,28,26,20,18,306,1,1,1,1,1,1,1,1,14,7,22,,1,,1,,,,0
34360,05187,IONIA SDA SCHOOL,721 ELMWOOD DRIVE,IONIA,48846,,616,527,1971,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),34,34,JEFF THOMPSON,BDAVIS@MISDA.ORG,40086.687974537,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,1,,,,,,1,,3,1,2,,1,1,,1,,,,,,9,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
35030,03802,HOLY FAMILY SCHOOL,411 NORTH WILKINSON,EAST TAWAS,48730,,989,362,5651,Elementary School (Pre-K or K through 6-8),Roman Catholic,35,35,LINDA HOWE,HOWEL@CHARTERINTERNET.COM,40089.6441319444,Yes,0,0,27,30,180,No,Yes,No,Yes,Yes,No,7,,,,1,,8,,8,13,8,9,11,16,12,,,,,,,77,1,1,1,1,0,0,0,,6,,6,,1,,1,,1,,1
35030,05086,EMANUEL EV LUTHERAN SCHOOL,216 WEST NORTH STREET,TAWAS CITY,48763,,989,362,3622,Elementary School (Pre-K or K through 6-8),Lutheran (Wisconsin Synod),35,35,DENNIS J FRISKE, ,40161.5722453704,Yes,1,,,,,Yes,No,No,No,Yes,No,,,,,,,,12,4,5,2,3,7,6,6,5,2,,,,,52,1,1,1,1,1,0,1,,,,0,,,,0,,,,0
37010,03319,SACRED HEART ACADEMY,316 EAST MICHIGAN,MT PLEASANT,48858,,989,772,1457,Junior/Senior High School (7-12),Roman Catholic,29,37,DENNY STARNES,DSTARNES@SHA.NET,40157.8364814815,Yes,4,0,0,40,178,No,Yes,Yes,No,Yes,No,20,,,,,,20,,,,,,,,,36,28,31,40,35,38,208,1,1,1,1,1,1,1,,5,15,20,,1,1,2,,,,0
37010,04722,MEADOW VIEW AMISH PARO SCH,3223 EAST ROSEBUSH ROAD,ROSEBUSH,48878,,989,433,5522,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,29,37,REBECCA I SWAREY, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
37010,05388,SACRED HEART SCHOOL,200 SOUTH FRANKLIN STREET,MT PLEASANT,48858,,989,772,1457,Elementary School (Pre-K or K through 6-8),Roman Catholic,29,37,DENNY STARNES,DSTARNES@SHA.NET,40157.8416319444,Yes,10,0,3,40,178,No,Yes,Yes,No,Yes,No,16,,,,,,16,,25,30,35,40,37,42,44,,,,,,,253,1,1,1,1,1,1,1,,16,,16,,1,,1,,,,0
37010,06461,MT PLEASANT SDA SCHOOL,1730 EAST PICKARD ROAD,MT PLEASANT,48858,,989,773,3231,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),29,37,TAMARA DRAVES,BDAVIS@MISDA.ORG,40089.8586921296,Yes,0,0,4,32,176,No,Yes,Yes,No,Yes,No,1,,,,,,1,,4,1,0,1,0,1,1,3,8,,,,,19,1,1,1,1,0,0,0,,1,,1,,,,0,,,,0
37040,03823,ST JOSEPH THE WORKER SCHOOL,2091 N WINN RD (BEAL CITY),MT PLEASANT,48858,,989,644,3970,Elementary School (Pre-K or K through 6-8),Roman Catholic,29,37,MARY HAUCK,stjoseph@edzone.net,40096.8656944444,Yes,4,0,23,30,180,No,Yes,No,Yes,Yes,No,7,,,,1,,8,,20,15,15,22,19,19,21,,,,,,,131,1,1,1,1,0,0,0,,7,,7,,1,,1,,,,0
38010,05941,TRINITY LUTHERAN SCHOOL,4900 MCCAIN ROAD,JACKSON,49201,,517,750,2105,Elementary School (Pre-K or K through 6-8),Lutheran (Missouri Synod),38,38,LEE ERFOURTH,TEACHERLEE@MODEMPOOL.COM,40161.5830902778,Yes,2,,,33,180,No,Yes,Yes,No,Yes,No,5,0,0,0,0,0,5,18,3,9,6,6,3,12,13,5,8,,,,,83,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,4,0,4
38120,02895,OUR LADY OF FATIMA SCHOOL,911 NAPOLEON ROAD,MICHIGAN CENTER,49254,,517,764,2563,Elementary School (Pre-K or K through 6-8),Roman Catholic,38,38,COLLEEN MC NEAL,OLF_PRINCIPAL@TDS.NET,40089.9617939815,Yes,4,0,20,33,182,No,Yes,No,Yes,Yes,No,6,,,,,1,7,14,17,9,10,10,13,4,8,0,0,0,0,0,0,85,1,1,1,1,0,0,0,1,4,,5,,1,,1,,1,,1
38140,05192,JACKSON SDA SCHOOL,3600 COUNTY FARM ROAD,JACKSON,49201,,517,787,1280,Elementary School (Pre-K or K through 6-8),Seventh Day Adventist (SDA),38,38,LISA FELLOWS,BDAVIS@MISDA.ORG,40089.652337963,Yes,1,0,,,,No,Yes,No,Yes,Yes,No,,,,,,1,1,,,,1,1,,,,3,,,,,,5,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
38170,06331,JACKSON CHRISTIAN SCHOOL,4200 LOWE ROAD,JACKSON,49203,,517,783,2658,Elementary through High School (K-12),Baptist,38,38,JIMMY L DOLSON,JDOLSON@JACKSONCHRISTIANSCHOOL.ORG,40161.5847800926,Yes,,,,,,No,Yes,No,Yes,Yes,No,25,0,0,0,2,2,29,29,22,17,20,16,18,23,32,27,31,39,36,40,28,378,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
38170,03134,QUEEN OF MIRACULOUS MEDAL,811 SOUTH WISNER,JACKSON,49203,,517,782,2664,Elementary School (Pre-K or K through 6-8),Roman Catholic,38,38,RUTH BENNER,RBENNER@QUEENSCHURCH.COM,40090.8463194444,Yes,4,0,24,31,180,No,Yes,No,Yes,Yes,No,18,,,,1,,19,0,29,45,33,45,53,39,46,0,0,0,0,0,0,290,1,1,1,1,0,0,0,,14,,14,,1,,1,,2,,2
38170,04651,LUMEN CHRISTI HIGH SCHOOL,3483 SPRING ARBOR ROAD,JACKSON,49203,,517,787,0630,Senior High School (9-12 or 10-12),Roman Catholic,38,38,PATRICK KALAHAR,PKALAHAR@HOTMAIL.COM,40089.7410069444,Yes,8,0,,33,180,No,Yes,No,Yes,Yes,No,34,,0,0,7,0,41,,,,,,,,,,,118,130,120,132,500,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
38170,04893,ST MARY STAR OF THE SEA SCH,116 EAST WESLEY STREET,JACKSON,49201,,517,784,8811,Elementary School (Pre-K or K through 6-8),Roman Catholic,38,38,JULIA MARY HURLBURT,STMARYSCHOOL@TDS.NET,40157.8504513889,Yes,5,0,,,,No,Yes,Yes,No,Yes,No,12,1,,,,,13,24,16,19,21,12,22,15,20,,,,,,,149,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
38170,05450,JACKSON CATHOLIC MIDDLE SCH,915 COOPER STREET,JACKSON,49202,,517,784,3385,Middle School (6-8 or 6-9),Roman Catholic,38,38,ANTHONY SHAUGHNESSY,JACKSONCATHOLICMS@GMAIL.COM,40096.7621759259,Yes,0,0,11,35,181,No,Yes,Yes,No,Yes,No,13,0,,,,,13,,,,,,,,,111,100,,,,,211,1,1,1,1,1,0,0,,12,,12,,1,,1,,,,0
39140,00058,KALAMAZOO COUNTRY DAY,4221 EAST MILHAM,PORTAGE,49002,,269,329,0116,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,39,39,SHEILA BRIDENSTINE,TBROMLEY@KALAMAZOOCOUNTRYDAY.ORG,40147.7964814815,Yes,,,,,,No,Yes,No,Yes,Yes,No,18,,,,,2,20,21,12,20,14,8,18,13,20,15,11,,,,,152,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
39010,01197,KAZOO SCHOOL,1401 CHERRY STREET,KALAMAZOO,49008,1824,269,345,3239,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,39,39,CHRISTINE S MORGAN, ,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
39010,01531,HACKETT CATHOLIC CENTRAL,1000 WEST KILGORE,KALAMAZOO,49008,,269,381,2646,Senior High School (9-12 or 10-12),Roman Catholic,39,39,TIMOTHY EASTMAN,teastman@hackettcc.org,40086.6607986111,Yes,0,0,15,30,174,No,Yes,Yes,No,Yes,No,21,0,,,,,21,,,,,,,,,,,84,92,76,97,349,1,1,1,1,1,1,1,,,21,21,,,1,1,,,,0
39010,01988,KALAMAZOO CHRISTIAN HIGH SCH,2121 STADIUM DRIVE,KALAMAZOO,49008,,269,381,2250,Senior High School (9-12 or 10-12),Christian (CSI),39,39,LINDA DAHNKE,LDAHNKE@KCSA.ORG,40089.6632986111,Yes,4,0,31,35,180,No,Yes,No,Yes,Yes,No,26,,,,,1,27,,,,,,,,,,,76,67,84,91,318,1,1,1,1,1,1,1,,,26,26,,,1,1,,,,0
39010,02719,KALAMAZOO CHRISTIAN WEST EL,3800 SOUTH 12TH STREET,KALAMAZOO,49009,,269,544,2644,Elementary School (Pre-K or K through 6-8),Christian (CSI),39,39,MARC VERKAIK,MVERKAIK@KCSA.ORG,40089.6648611111,Yes,5,0,,33,176,No,Yes,No,Yes,Yes,No,30,,,,,,30,117,65,65,64,73,50,89,,,,,,,,523,1,1,1,1,0,0,0,3,23,,26,,1,,1,,,,0
39010,02866,GAGIE SCHOOL,615 FAIRVIEW AVENUE,KALAMAZOO,49008,,269,342,8008,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,39,39,DR SANDRA S GAGIE,GAGIESCHOOL@SBCGLOBAL.NET,40086.5867361111,Yes,0,0,0,32,180,No,Yes,Yes,No,Yes,No,20,,,,,,20,,40,27,28,26,18,26,15,18,12,,,,,210,1,1,1,1,1,0,0,,19,,19,,1,,1,,,,0
39010,03506,KALAMAZOO CHRISTIAN MIDDLE,3333 SOUTH WESTNEDGE AVENUE,KALAMAZOO,49008,,269,343,3645,Middle School (6-8 or 6-9),Christian (CSI),39,39,JEFFREY L BLAMER,JBLAMER@KCSA.ORG,40068.7558449074,Yes,3,0,,32,178,No,Yes,Yes,No,Yes,No,17,,,,,,17,,,,,,,,65,70,65,,,,,200,1,1,1,1,1,1,1,,13,,13,,1,,1,,,,0
39010,03624,ST AUGUSTINE CATHEDRAL SCH,600 WEST MICHIGAN AVENUE,KALAMAZOO,49007,,269,349,1945,Elementary School (Pre-K or K through 6-8),Roman Catholic,39,39,ANDRA ZOMMERS,Zommerssta@yahoo.com,40096.807349537,Yes,0,0,26,33,173,No,Yes,Yes,No,Yes,No,18,0,,,,,18,27,41,29,40,25,28,30,26,25,26,,,,,297,1,1,1,1,1,0,1,1,16,,17,,1,,1,,,,0
39010,03939,ST MONICA SCHOOL,530 WEST KILGORE ROAD,KALAMAZOO,49008,,269,345,2444,Elementary School (Pre-K or K through 6-8),Roman Catholic,39,39,BECKY REITS,REITSB@STMONICAKZOO.ORG,40096.8878819444,Yes,24,0,,36,174,No,Yes,No,Yes,Yes,No,22,0,0,1,3,0,26,34,37,27,34,31,33,39,40,48,43,,,,,366,1,1,1,1,1,1,1,2,19,,21,,1,,1,,1,,1
39010,05205,KALAMAZOO SDA SCHOOL,1601 NICHOLS ROAD,KALAMAZOO,49006,,269,342,8943,Elementary through High School (K-12),Seventh Day Adventist (SDA),39,39,WILLIAM CRAWFORD,BDAVIS@MISDA.ORG,40089.6660416667,Yes,0,0,8,30,176,No,Yes,Yes,No,Yes,No,3,,,,,,3,,6,6,2,5,2,3,4,2,4,1,,,,35,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
39030,05750,KALAMAZOO CHRISTIAN E ELEM,5196 COMSTOCK AVENUE,KALAMAZOO,49048,,269,343,0202,Elementary School (Pre-K or K through 6-8),Christian (CSI),39,39,R VAN DONSELAAR,RVANDONSELAAR@KCSA.ORG,40089.6619328704,Yes,0,0,0,20,150,No,Yes,Yes,No,Yes,No,1,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
39010,06982,PROVIDENCE CHRISTIAN SCHOOL,100 PRATT ROAD,KALAMAZOO,49001,,269,385,4889,Elementary through High School (K-12),Christian (CSI),39,39,STEVE TIMMER,STEVETIMMER@SBCGLOBAL.NET,40090.7655902778,Yes,2,0,,35,177,No,Yes,Yes,No,Yes,No,8,,,,,,8,0,6,6,5,5,5,8,4,7,8,6,0,0,0,60,1,1,1,1,1,1,1,,6,,6,,1,,1,,,,0
39020,06976,PRAIRIE BAPTIST SCHOOL,"11210 EAST ""PQ"" AVENUE",SCOTTS,49088,,269,626,8101,Elementary through High School (K-12),Baptist,39,39,PATRICIA HARRISON,razcoburn@aol.com,40093.6156944444,Yes,0,0,,,,Yes,No,No,No,Yes,No,,,,,,,,2,3,2,2,4,1,2,4,2,4,2,0,1,2,31,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
13020,06313,BEDFORD BIBLE CHURCH SCHOOL,21964 BEDFORD ROAD,BATTLE CREEK,49017,,269,964,3238,Elementary through High School (K-12),Unaffiliated - Religious,13,13,KEVIN M MC CARTY,BEDFORDBIBLE@JUNO.COM,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
41010,00348,ALL SAINTS ACADEMY ELEM,2233 DIAMOND NE,GRAND RAPIDS,49505,,616,364,9453,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,CHRISTINE BURNS,CBURNS@ALLSAINTSACADEMYGR.ORG,40089.5585416667,Yes,15,0,35,35,178,No,Yes,Yes,No,Yes,No,18,,,,,,18,70,36,36,25,53,42,,,,,,,,,262,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
41010,00559,CATHOLIC CENTRAL HIGH SCHOOL,319 SHELDON AVENUE SE,GRAND RAPIDS,49503,,616,233,5802,Senior High School (9-12 or 10-12),Roman Catholic,41,41,STEPHEN M PASSINAULT,STEVEPASSINAULT@GRCSS.ORG,40100.6444675926,Yes,8,0,75,33,172,No,Yes,Yes,No,Yes,No,41,,,,,,41,,,,,,,,,,,212,169,214,189,784,1,1,1,1,1,1,1,,,39,39,,,2,2,,,7,7
41010,00829,CRESTON MAYFIELD CHRISTIAN,1031 PAGE STREET NE,GRAND RAPIDS,49505,,616,574,6500,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,CHIP JENKINS,CFAASSE@GRCS.ORG,40096.7168287037,Yes,5,,,,,No,Yes,Yes,No,Yes,No,5,,,,,,5,21,4,16,6,14,29,16,,,,,,,,106,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
41010,01001,GRAND RAPIDS CHRISTIAN HS,2300 PLYMOUTH ROAD SE,GRAND RAPIDS,49506,,616,574,5500,Senior High School (9-12 or 10-12),Christian (CSI),41,41,JIM PRIMUS,JPRIMUS@GRCS.ORG,40116.5191782407,Yes,50,0,,28,185,Yes,No,Yes,No,Yes,No,57,,,,,,57,,,,,,,,,,,219,246,225,265,955,1,1,1,1,1,1,1,,,57,57,,,2,2,,,6,6
41010,01741,HOLY SPIRIT SCHOOL,2222 LAKE MICHIGAN DRIVE NW,GRAND RAPIDS,49504,,616,453,2772,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,SHARON GRANT,S_GRANT@HSPARISH.COM,40086.6736921296,Yes,14,,26,32,174,No,Yes,Yes,No,Yes,No,20,,,,,,20,53,41,40,29,36,35,31,27,34,28,,,,,354,1,1,1,1,1,1,1,3,17,,20,1,1,,2,,2,,2
41010,01817,IMMACULATE HEART OF MARY SCH,1951 PLYMOUTH SE,GRAND RAPIDS,49506,,616,241,4633,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,KATHLEEN VAFADERI,IHMPRINCIPAL@IHMPARISH.COM,40256.4122685185,Yes,6,0,,,,No,Yes,Yes,No,Yes,No,22,0,,,,,22,27,26,43,28,33,28,41,33,45,45,0,0,0,0,349,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
41010,02562,MILLBROOK CHRISTIAN SCHOOL,3662 POINSETTIA SE,GRAND RAPIDS,49508,,616,574,6000,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,MARK KROMMENDYK,MKROMMEN@GRCS.ORG,40147.8017013889,Yes,40,0,70,,,No,Yes,Yes,No,Yes,No,21,0,0,0,0,0,21,51,41,42,30,37,42,45,,,,,,,,288,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
41010,03325,SACRED HEART OF JESUS SCHOOL,1200 DAYTON SW,GRAND RAPIDS,49504,,616,459,0948,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,CHRISTINE PEPLINSKI,CPEPLINSKI@CATHOLICWEB.COM,40232.6173032407,Yes,4,0,83,35,178,No,Yes,No,Yes,Yes,No,9,1,0,0,0,,10,24,13,11,16,22,15,19,13,13,14,0,0,0,0,160,1,1,1,1,1,1,1,1,9,,10,,1,,1,,,0,0
41010,03443,EVERGREEN CHRISTIAN SCHOOL,1031 PAGE STREET NE,GRAND RAPIDS,49505,,616,574,6550,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,CHIP JENKINS,FKOSTER@GRCS.ORG,40089.6234837963,Yes,8,,,,,No,Yes,Yes,No,Yes,No,6,,,,,,6,10,15,17,15,10,15,12,,,,,,,,94,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
41010,03601,ST ANDREW SCHOOL,302 SHELDON BOULEVARD SE,GRAND RAPIDS,49503,,616,451,8463,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,JUDI KOEPNICK,JKOEPNICK@SAINTANDREWSSCHOOL.ORG,40127.6029398148,Yes,11,,54,35,178,No,Yes,Yes,No,Yes,No,12,0,,,,,12,0,7,15,15,9,15,14,13,13,12,,,,,113,1,1,1,1,0,0,0,0,10,,10,,,,0,,,,0
41010,03614,ST ANTHONY OF PADUA SCHOOL,2510 RICHMOND STREET NW,GRAND RAPIDS,49504,,616,453,4062,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,JULIE WHELAN,JWHELAN@SAPARISH.COM,40123.3327893519,Yes,17,,43,31,181,No,Yes,Yes,No,Yes,No,21,,,,,,21,42,26,34,38,35,37,44,40,41,46,,,,,383,1,1,1,1,1,1,1,,18,,18,,2,,2,,,,0
41010,03826,ALL SAINTS ACADEMY MIDDLE,1110 FOUR MILE ROAD NE,GRAND RAPIDS,49525,,616,363,7725,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,CHRISTINE BURNS,CBURNS@ALLSAINTSACADEMYGR.ORG,40089.559849537,Yes,18,,27,37,178,No,Yes,Yes,No,Yes,No,12,,,,,,12,,,,,,,43,35,54,48,,,,,180,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
41010,03963,ST PAUL THE APOSTLE SCHOOL,2750 BURTON STREET SE,GRAND RAPIDS,49546,,616,949,1690,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,LORI SALVA,LJS738@GMAIL.COM,40157.855462963,Yes,8,0,4,31,180,No,Yes,Yes,No,Yes,No,15,0,,,,,15,26,19,15,25,23,21,14,26,20,24,,,,,213,1,1,1,1,1,1,1,1,10,,11,,1,,1,,1,,1
41010,04036,ST THOMAS THE APOSTLE SCHOOL,1429 WILCOX PARK SE,GRAND RAPIDS,49506,,616,458,4228,Elementary School (Pre-K or K through 6-8),Roman Catholic,41,41,SUZANNE VANDER ZEE,svanderzee@stthomasgr.org,40096.933912037,Yes,27,0,43,32,173,No,Yes,Yes,No,Yes,No,17,0,0,0,0,0,17,37,38,41,26,26,42,32,33,31,32,0,0,0,0,338,1,1,1,1,1,1,1,2,14,0,16,2,2,0,4,1,1,0,2
41010,04257,OAKDALE CHRISTIAN SCHOOL,1050 FISK STREET SE,GRAND RAPIDS,49507,,616,574,5700,Elementary School (Pre-K or K through 6-8),Christian (CSI),41,41,ERIC BURGESS,EBURGESS@GRCS.ORG,40161.5854976852,Yes,16,,,,,No,Yes,Yes,No,Yes,No,13,0,0,0,0,0,13,72,39,38,35,37,35,42,,,,,,,,298,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
41010,04443,WEST CATHOLIC HIGH SCHOOL,1801 BRISTOL NW,GRAND RAPIDS,49504,,616,233,5900,Senior High School (9-12 or 10-12),Roman Catholic,41,41,TOM MAJ,TOMMAJ@GRCSS.ORG,40122.6632638889,  ,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
47010,09629,MAPLETREE MONTESSORI ACADEMY,2944 S OLD US HWY23,BRIGHTON,48114,,810,225,8321,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,47,47,PATRICIA CHERRY,PSCHERRY@SBCGLOBAL.NET,40089.7488773148,Yes,0,0,0,35,170,No,Yes,No,No,Yes,No,2,,,2,1,,5,31,11,9,4,5,4,2,1,,,,,,,67,1,1,1,1,0,0,0,3,2,,5,,,,0,,,,0
63150,09631,SCHOOLHOUSE MONTESSORI ACADEMY,3305 CROOKS ROAD,TROY,48084,,248,649,6149,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,63,63,C.T. WELLS,TWELLS@SCHOOLHOUSECORPORATE.COM,40090.9137731481,Yes,0,0,0,33,180,No,Yes,No,Yes,Yes,No,2,,,,1,,3,,,11,5,3,2,,,,,,,,,21,1,1,1,1,0,0,0,,1,,1,,1,,1,,,,0
63260,09658,EAGLE CREEK EDUCATION FUND,3739 KERN ROAD,OAKLAND,48363,,248,475,9999,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,63,63,CATHERINE RONDEAU,LORI@EAGLECREEKACADEMY.COM,40086.5285300926,Yes,0,0,,,,No,Yes,Yes,No,Yes,No,10,,,,,,10,7,14,23,7,15,9,6,11,8,4,0,0,0,0,104,1,1,1,1,1,1,1,1,9,,10,,1,,1,,,,0
28010,09694,NORTHWEST MICH HOUSE OF HOPE,"1683 HOCH RD, PO BOX 5014",TRAVERSE CITY,49696,5014,231,946,5350,Senior High School (9-12 or 10-12),Unaffiliated - Religious,28,28,SARAH MAVIS,INFO@HOUSEOFHOPETC.COM,40079.6597800926,Yes,0,0,,,,No,Yes,No,Yes,Yes,No,0,0,,,1,,1,0,0,0,0,0,0,0,0,0,0,1,2,5,4,12,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
13090,09711,CALHOUN CHRISTIAN SCHOOL,20 SOUTH WOODROW AVENUE,BATTLE CREEK,49015,,269,965,5560,Elementary through High School (K-12),Unaffiliated - Religious,13,13,WILLIAM SPICER,BSPICER@CALHOUNCHRISTIAN.ORG,40161.5097453704,Yes,,1,,,,Yes,No,No,Yes,Yes,No,8,3,0,0,3,0,11,17,11,12,11,13,12,5,9,5,10,11,4,6,9,135,1,1,1,1,1,1,1,,,,0,,,,0,,,,0
37010,09732,AABIZIKAAWIN ALTERNATIVE,7070 EAST BROADWAY,MOUNT PLEASANT,48858,,989,775,4459,Junior/Senior High School (7-12),Unaffiliated - Secular,29,37,MELANIE ALLEN,0,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
82010,09724,AMBLESIDE COMMUNITY SCHOOL,3816 TOLEDO,DETROIT,48216,,313,841,6848,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,82,82,EVELYN J HOEY,CMAD_AMBLESIDE@SBCGLOBAL.NET,40161.6710185185,Yes,,,,35,171,Yes,No,No,Yes,Yes,No,2,0,0,0,2,0,4,,4,1,6,2,1,4,2,4,,,,,,24,1,1,1,1,1,0,0,0,4,0,4,0,1,0,1,0,0,0,0
82100,09731,SCHOOLHOUSE MONTESSORI OF CANTON,6215 CANTON CENTER ROAD NORTH,CANTON,48187,,734,416,1849,Elementary School (Pre-K or K through 6-8),Unaffiliated - Secular,82,82,LISA RIPPON,LRIPPON@SCHOOLHOUSEMONTESSORI.COM,40090.9166666667,Yes,0,0,0,35,183,No,Yes,No,Yes,Yes,No,2,0,0,7,10,0,19,99,19,11,3,3,,,,,,,,,,135,1,1,1,1,0,0,0,7,4,,11,1,1,,2,1,1,,2
52170,09831,CROSSROADS CHRISTIAN ACADEMY,219 SILVER CREEK ROAD,MARQUETTE,49855,,906,249,2030,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,52,52,WILLA VALLIN,INFO@CCASCHOOL.ORG,40052.8029976852,Yes,1,0,2,31,175,Yes,No,No,No,Yes,No,,,,,,,5,0,0,6,2,4,6,5,14,,,,,,,37,1,1,1,1,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0
82010,09829,CITY MISSION ACADEMY,20405 SCHOOLCRAFT,DETROIT,48223,,313,541,3531,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,82,01,DANA ADAMS,DANA.ADAMS@CITY-MISSION.ORG,40126.6542476852,Yes,5,0,29,7,174,No,Yes,Yes,Yes,Yes,No,3,0,0,0,0,0,3,0,4,5,7,5,5,5,,,,,,,,31,1,1,1,1,0,0,0,,3,,3,,1,,1,,1,,1
82010,09915,DETROIT CRISTO REY HIGH SCHOOL,5679 WEST VERNOR HIGHWAY,DETROIT,48209,2157,313,843,2747,Senior High School (9-12 or 10-12),Roman Catholic,82,82,SUSAN A ROWE,SROWE@DETROITCRISTOREY.ORG,40157.631099537,Yes,0,0,115,40,180,No,Yes,No,Yes,Yes,No,6,0,0,0,2,1,9,,,,,,,,,,,63,70,,,133,1,1,1,1,1,1,1,,,7,7,,,1,1,,,1,1
70020,09957,CALVARY SHOOLS OF HOLLAND,518 PLASMAN AVENUE,HOLLAND,49423,,616,396,4494,Junior/Senior High School (7-12),Baptist,70,70,PAUL L DAVIS,HWIERSMA@CBSCHOOL.ORG,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,0,,,,0
63150,00210,ST MARK CHRISTIAN ACADEMY,3615 LIVERNOIS ROAD,TROY,48083,,248,619,0530,Elementary School (Pre-K or K through 6-8),Unaffiliated - Religious,63,63,MARIE WEBER,MWEBER@STMARKACADEMY.ORG,40108.4770023148,Yes,,,,,,No,Yes,Yes,No,No,No,3,,,,,,3,,11,2,8,8,2,,,,,,,,,31,1,1,1,1,0,0,0,,,,0,,,,0,,,,0
